OKRES	KODZASTUP	NAZEVZAST	COBVODU	POR_STR_HL	OSTRANA	VSTRANA	NAZEVCELK	ZKRATKAO30	ZKRATKAO8	POCSTR_SLO	SLOZENI	HLASY_STR	PROCHLSTR	MAND_STR
5301	571466	Horka	1	1	809	80	TOMÁŠ DVOŘÁK	TOMÁŠ DVOŘÁK, NK	NK	1	080	74	65.81	0
5301	571466	Horka	1	2	805	80	MILAN NOVOTNÝ	MILAN NOVOTNÝ, NK	NK	1	080	83	73.81	1
5301	571466	Horka	1	3	808	80	Ing. VLADIMÍR NEPIVODA	Ing. VLADIMÍR NEPIVODA, NK	NK	1	080	88	78.26	1
5301	571466	Horka	1	4	806	80	DANA DOSTÁLOVÁ	DANA DOSTÁLOVÁ, NK	NK	1	080	189	168.08	1
5301	571466	Horka	1	5	802	80	Stanislav Jarý	Stanislav Jarý, NK	NK	1	080	80	71.14	1
5301	571466	Horka	1	6	804	80	JIŘÍ BURKOŇ	JIŘÍ BURKOŇ, NK	NK	1	080	100	88.93	1
5301	571466	Horka	1	7	801	80	Jan ŠINDLER	Jan ŠINDLER, NK	NK	1	080	93	82.7	1
5301	571466	Horka	1	8	810	80	Bc. TEREZA HORÁKOVÁ	Bc. TEREZA HORÁKOVÁ, NK	NK	1	080	96	85.37	1
5301	571466	Horka	1	9	803	80	Bc. Milan Pazourek	Bc. Milan Pazourek, NK	NK	1	080	110	97.82	1
5301	571466	Horka	1	10	807	80	David Šprongl	David Šprongl, NK	NK	1	080	99	88.04	1
